id,day,month,year,month(no),date,location,OSGridRef,latitude ,longitude,Nation,comments
1105,30,July,1177,7,30-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1106,31,July,1177,7,31-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1107,1,August,1177,8,1-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1108,2,August,1177,8,2-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1109,3,August,1177,8,3-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1110,4,August,1177,8,4-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1111,5,August,1177,8,5-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1112,6,August,1177,8,6-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1113,7,August,1177,8,7-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1114,8,August,1177,8,8-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1115,9,August,1177,8,9-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1116,10,August,1177,8,10-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1117,11,August,1177,8,11-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1118,12,August,1177,8,12-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1119,13,August,1177,8,13-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1120,14,August,1177,8,14-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1121,15,August,1177,8,15-8-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1122,18,August,1177,8,18-8-1177,Portsmouth,SU6430901157,50.805833,-1.087222,England,N/A
1123,19,August,1177,8,19-8-1177,Capewike,,,,France,The King lands at Capewike (Caplevic).
1124,c.1,September,1177,9,c.1-9-1177,Ivri,,48.885,1.457,France,N/A
1125,11,September,1177,9,11-9-1177,Rouen,,49.442778,1.088611,France,N/A
1126,,September,1177,9,9-1177,Argentan,,48.75,-0.02,France,N/A
1127,,September,1177,9,9-1177,Driencourt,,49.9592,3.0106,France,N/A
1128,,September,1177,9,9-1177,Ivri,,48.885,1.457,France,Ivri (or perhaps) Nonancourt (or perhaps) Gué St. Remy
1129,,September,1177,9,9-1177,Nonancourt,,48.7772,1.1942,France,N/A
1130,c.1,October,1177,10,c.1-10-1177,Verneuil,,48.7394,0.9286,France,N/A
1131,c.2,October,1177,10,c.2-10-1177,Alençon,,48.4306,0.0931,France,N/A
1132,,October,1177,10,10-1177,Argentan,,48.75,-0.02,France,N/A
1133,,October,1177,10,10-1177,Berri,,47.0844,2.3964,France,N/A
1134,9,October,1177,10,9-10-1177,Châteauroux,,46.8103,1.6911,France,(Castellum Radulfi)
1135,,October,1177,10,10-1177,La Châtre,,46.5831,1.9878,France,N/A
1136,,October,1177,10,10-1177,Limousin,,45.68795,1.620483,France,N/A
1137,,October,1177,10,10-1177,Berri,,47.0844,2.3964,France,N/A
1138,c.15,November,1177,11,c.15-11-1177,Graszay,,47.1436,1.8475,France,(or Graserai or Graçay in index)
1139,,November,1177,11,11-1177,Grandmont ,,49.42574104,1.097166189,France,Normandy.  Now Chapelle de Grammont
1140,25,December,1177,12,25-12-1177,Angers,,47.473612,-0.554167,France,Appears as 'Angiers' in the text
1141,1,January,1178,1,1-1-1178,Angers,,47.473612,-0.554167,France,Appears as 'Angiers' in the text
1142,,February,1178,2,2-1178,Bur-le-Roi,,49.2272,-0.7736,France,Appears as 'Bur le Roy' in the text
1143,19,March,1178,3,19-3-1178,Bec Hellouin,,49.2325,0.7217,France,N/A
1144,9,April,1178,4,9-4-1178,Angers,,47.473612,-0.554167,France,Appears as 'Angiers' in the text
1145,c.15,April,1178,4,c.15-4-1178,Normandy,,48.88,0.17,France,"One authority places himat Nonancourt on April 9th, but that seems improbable."
1146,15,July,1178,7,15-7-1178,Dighesmut,,,,England,Dighesmouth in the index
1147,c.18,July,1178,7,c.18-7-1178,Canterbury,TR1454057430,51.275608,1.0745524,England,N/A
1148,,July,1178,7,7-1178,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1149,28,July,1178,7,28-7-1178,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1150,29,July,1178,7,29-7-1178,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1151,30,July,1178,7,30-7-1178,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1152,31,July,1178,7,31-7-1178,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1153,6,August,1178,8,6-8-1178,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1154,,,1178,,1178,Reading,SU7134673352,51.454167,-0.973056,England,N/A
1155,,September,1178,9,9-1178,Worcestershire,SO8861055809,52.2,-2.166667,England,N/A
1156,,October,1178,10,10-1178,England,TQ3070979631,51.5,-0.116667,England,N/A
1157,,November,1178,11,11-1178,England,TQ3070979631,51.5,-0.116667,England,N/A
1158,,December,1178,12,12-1178,England,TQ3070979631,51.5,-0.116667,England,N/A
1159,25,December,1178,12,25-12-1178,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1160,1,January,1179,1,1-1-1179,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1161,,January,1179,1,1-1179,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1162,,March,1179,3,3-1179,Gloucester,SO8320018600,51.865722,-2.2453868,England,N/A
1163,1,April,1179,4,1-4-1179,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1164,,April,1179,4,4-1179,Titgrave,,,,England,N/A
1165,10,April,1179,4,10-4-1179,Windsor,SU9691277019,51.483333,-0.604167,England,"The King holds a great Council at Windsor, and divides the kingdom into four circuits."
1166,23,August,1179,8,23-8-1179,Dover,TR3161341898,51.1295,1.3089,England,N/A
1167,,August,1179,8,8-1179,Canterbury,TR1454057430,51.275608,1.0745524,England,N/A
1168,26,August,1179,8,26-8-1179,Dover,TR3161341898,51.1295,1.3089,England,N/A
1169,27,August,1179,8,27-8-1179,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1170,,September,1179,9,9-1179,Winchester,SU4779329466,51.062549,-1.3193687,England,Perhaps the King was at Winchester in this month.
1171,,October,1179,10,10-1179,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1172,,October,1179,10,10-1179,Worcester,SO8496354929,52.192,-2.22,England,N/A
1173,c.15,December,1179,12,c.15-12-1179,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
1174,25,December,1179,12,25-12-1179,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
1175,c.1,January,1180,1,c.1-1-1180,Newark,SK7976753905,53.076111,-0.809167,England,N/A
1176,,January,1180,1,1-1180,Doncaster,SE5741703562,53.525594,-1.1353707,England,N/A
1177,,January,1180,1,1-1180,York,SE6048651973,53.960106,-1.078017,England,N/A
1178,,January,1180,1,1-1180,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1179,,January,1180,1,1-1180,Oxford,SP5130006100,51.751253,-1.2582674,England,N/A
1180,c.10,April,1180,4,c.10-4-1180,Winchester,SU4779329466,51.062549,-1.3193687,England,About this time the King was probably at Winchester
1181,c.15,April,1180,4,c.15-4-1180,Portsmouth,SU6430901157,50.805833,-1.087222,England,N/A
1182,c.17,April,1180,4,c.17-4-1180,Alençon,,48.4306,0.0931,France,N/A
1183,20,April,1180,4,20-4-1180,Le Mans,,48.0077,0.1984,France,N/A
1184,c.30,April,1180,4,c.30-4-1180,Angers,,47.473612,-0.554167,France,Appears as 'Angiers' in the text
1185,,,1180,,1180,Chinon,,47.1678,0.2436,France,N/A
1186,28,June,1180,6,28-6-1180,Gisors,,49.2811,1.7772,France,N/A
1187,,,1180,,1180,Caen,,49.18,-0.37,France,N/A
1188,,,1180,,1180,Valognes,,49.52,-1.47,France,N/A
1189,,,1180,,1180,Cherbourg,,49.63,-1.62,France,N/A
1190,,,1180,,1180,Rouen,,49.442778,1.088611,France,N/A
1191,,,1180,,1180,Argentan,,48.75,-0.02,France,N/A
1192,,,1180,,1180,Valognes,,49.52,-1.47,France,N/A
1193,,,1180,,1180,Bur-le-Roi,,49.2272,-0.7736,France,Appears as 'Bur-le-Roi' in the text
1194,,,1180,,1180,Caen,,49.18,-0.37,France,N/A
1195,,,1180,,1180,Cherbourg,,49.63,-1.62,France,N/A
1196,,,1180,,1180,Tenchebray,,48.7636,-0.7331,France,N/A
1197,,,1180,,1180,Domfront,,48.5194,-0.7564,France,Appears as 'Damfront' in the text and 'Domfront' in the index
1198,,,1180,,1180,Mortain,,48.6486,-0.9397,France,N/A
1199,,,1180,,1180,Gorron,,48.4125,-0.8114,France,N/A
1200,,,1180,,1180,Falaise,,48.897222,-0.1975,France,N/A
1201,,,1180,,1180,Lyons-la-Forêt,,49.4003,1.4769,France,Appears as 'Lions la Forêt' in the text
1202,,,1180,,1180,Bonneville sur Touques,,49.3389,0.1206,France,Appears as 'Bonneville sur Touque' in the text
1203,,,1180,,1180,Driencourt,,49.9592,3.0106,France,Appears as 'Drincort' in the text and 'Driencourt' in the index
1204,,,1180,,1180,Quillebœuf,,49.4728,0.5269,France,"on the Seine, West of Rouen"
1205,,,1180,,1180,Argentan,,48.75,-0.02,France,N/A
1206,,,1180,,1180,Valognes,,49.52,-1.47,France,N/A
1207,,,1180,,1180,Bur-le-Roi,,49.2272,-0.7736,France,Appears as 'Bur-le-Roy' in the text
1208,,,1180,,1180,Gorron,,48.4125,-0.8114,France,N/A
1209,,,1180,,1180,Caen,,49.18,-0.37,France,N/A
1210,c.29,September,1180,9,c.29-9-1180,Gisors,,49.2811,1.7772,France,N/A
1211,c.1,October,1180,10,c.1-10-1180,Normandy,,48.88,0.17,France,N/A
1212,25,December,1180,12,25-12-1180,Le Mans,,48.0077,0.1984,France,N/A
1213,c.31,December,1180,12,c.31-12-1180,Angers,,47.473612,-0.554167,France,N/A
1214,c.5,February,1181,2,c.5-2-1181,Normandy,,48.88,0.17,France,N/A
1215,,March,1181,3,3-1181,Ivri,,48.885,1.457,France,Appears as 'Ivry' in the text and 'Ivri' in the index
1216,5,March,1181,3,5-3-1181,Valasse,,49.5569,0.4856,France,(Normandy?)
1217,,March,1181,3,3-1181,Grandmont ,,49.42574104,1.097166189,France,Appears as both ''Grammont' and 'Grandmont' in the text
1218,5,April,1181,4,5-4-1181,Chinon,,47.1678,0.2436,France,N/A
1219,c.10,April,1181,4,c.10-4-1181,Normandy,,48.88,0.17,France,N/A
1220,27,April,1181,4,27-4-1181,Gué St. Remy,,48.7625,1.241944,France,(near Nonancourt).  Likely to be Saint-Rémy-sur-Avre
1221,,April,1181,4,4-1181,Barfleur,,49.6711,-1.2633,France,N/A
1222,,July,1181,7,7-1181,Gisors,,49.2811,1.7772,France,N/A
1223,,July,1181,7,7-1181,Caen,,49.18,-0.37,France,N/A
1224,,July,1181,7,7-1181,Cherbourg,,49.63,-1.62,France,N/A
1225,26,July,1181,7,26-7-1181,Cherbourg,,49.63,-1.62,France,N/A
1226,,July,1181,7,7-1181,Portsmouth,SU6430901157,50.805833,-1.087222,England,N/A
1227,,August,1181,8,8-1181,Canterbury,TR1454057430,51.275608,1.0745524,England,N/A
1228,,August,1181,8,8-1181,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
1229,,August,1181,8,8-1181,Clipston,SK5977264026,53.17,-1.1073,England,N/A
1230,,August,1181,8,8-1181,Pontefract,SE4566021995,53.692413,-1.3100074,England,N/A
1231,,August,1181,8,8-1181,York,SE6048651973,53.960106,-1.078017,England,N/A
1232,,August,1181,8,8-1181,Knaresborough,SE3502957062,54.0084,-1.467,England,N/A
1233,,August,1181,8,8-1181,Richmond,TQ1814274371,51.456,-0.301,England,N/A
1234,c.1,September,1181,9,c.1-9-1181,Lichfield,SK1155809419,52.682,-1.829,England,N/A
1235,,September,1181,9,9-1181,Feckenham,SP0083161317,52.250033,-1.989251,England,N/A
1236,6,September,1181,9,6-9-1181,Evesham,SP0372843741,52.092,-1.947,England,N/A
1237,,September,1181,9,9-1181,Marlborough,SU1887169033,51.42,-1.73,England,N/A
1238,12,September,1181,9,12-9-1181,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1239,,October,1181,10,10-1181,Salisbury,SU1471230154,51.07,-1.79,England,N/A
1240,,,1181,,1181,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1241,,,1181,,1181,Clarendon,SU1820130173,51.0706,-1.7416,England,N/A
1242,,,1181,,1181,Shaftesbury,ST8618623024,51.0059,-2.1969,England,N/A
1243,,,1181,,1181,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1244,,,1181,,1181,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1245,,December,1181,12,12-1181,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1246,1,January,1182,1,1-1-1182,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1247,6,January,1182,1,6-1-1182,Marlborough,SU1887169033,51.42,-1.73,England,N/A
1248,,February,1182,2,2-1182,Arundel,TQ0188707093,50.85439,-0.5539,England,N/A
1249,21,February,1182,2,21-2-1182,Bishops Waltham,SU5546017425,50.9536,-1.2118,England,N/A
1250,22,February,1182,2,22-2-1182,Bishops Waltham,SU5546017425,50.9536,-1.2118,England,The King holds a Council at Bishops Waltham and makes his Will.
1251,10,March,1182,3,10-3-1182,Portsmouth,SU6430901157,50.805833,-1.087222,England,N/A
1252,11,March,1182,3,11-3-1182,Barfleur,,49.6711,-1.2633,France,N/A
1253,,May,1182,5,5-1182,Poitou,,46.6486,-0.2478,France,N/A
1254,c.20,May,1182,5,c.20-5-1182,Grandmont (Le Marche),,45.99993535,1.392197554,France,N/A
1255,,May,1182,5,5-1182,St. Yriez,,45.516667,1.2,France,in Limousin.  Likely to be Saint-Yrieix-la-Perche.#
1256,,May,1182,5,5-1182,Pierre-Buffière,,45.6956,1.36,France,N/A
1257,24,June,1182,6,24-6-1182,Grandmont ,,49.42574104,1.097166189,France,N/A
1258,1,July,1182,7,1-7-1182,Périgueux,,45.1929,0.7217,France,N/A
1259,1,July,1182,7,1-7-1182,Limoges,,45.8353,1.2625,France,N/A
1260,2,July,1182,7,2-7-1182,Limoges,,45.8353,1.2625,France,N/A
1261,3,July,1182,7,3-7-1182,Limoges,,45.8353,1.2625,France,N/A
1262,4,July,1182,7,4-7-1182,Limoges,,45.8353,1.2625,France,N/A
1263,5,July,1182,7,5-7-1182,Limoges,,45.8353,1.2625,France,N/A
1264,6,July,1182,7,6-7-1182,Limoges,,45.8353,1.2625,France,N/A
1265,7,July,1182,7,7-7-1182,Limoges,,45.8353,1.2625,France,N/A
1266,8,July,1182,7,8-7-1182,Limoges,,45.8353,1.2625,France,N/A
1267,,August,1182,8,8-1182,Normandy,,48.88,0.17,France,N/A
1268,,August,1182,8,8-1182,Argentan,,48.75,-0.02,France,N/A
1269,,December,1182,12,12-1182,Caen,,49.18,-0.37,France,N/A
1270,1,January,1183,1,1-1-1183,Le Mans,,48.0077,0.1984,France,N/A
1271,,February,1183,2,2-1183,Limoges,,45.8353,1.2625,France,N/A
1272,,February,1183,2,2-1183,Aixe,,45.7972,1.1367,France,N/A
1273,1,March,1183,3,1-3-1183,Limoges,,45.8353,1.2625,France,N/A
1274,8,March,1183,3,8-3-1183,Poitiers,,46.58,0.34,France,Appears as 'Poictiers' in text
1275,,March,1183,3,3-1183,Angers,,47.473612,-0.554167,France,Appears as 'Angiers' in the text
1276,,March,1183,3,3-1183,Mirebeau,,46.7858,0.1825,France,Appears as 'Mirabel' in the text and also 'Mirebeau' in the index
1277,17,April,1183,4,17-4-1183,Limoges,,45.8353,1.2625,France,N/A
1278,19,April,1183,4,19-4-1183,Limoges,,45.8353,1.2625,France,N/A
1279,8,May,1183,5,8-5-1183,Gisors,,49.2811,1.7772,France,"The King holds a conference with Philip of France, probably at Gisors."
1280,,July,1183,7,7-1183,Angers,,47.473612,-0.554167,France,Appears as 'Angiers' in the text
1281,,,1183,,1183,Gorron,,48.4125,-0.8114,France,N/A
1282,,October,1183,10,10-1183,Lyons-la-Forêt,,49.4003,1.4769,France,N/A
1283,,October,1183,10,10-1183,Bonneville sur Touques,,49.3389,0.1206,France,Appears as 'Bonneville sur Touque' in the text
1284,,November,1183,11,11-1183,Rouen,,49.442778,1.088611,France,N/A
1285,,December,1183,12,12-1183,Gisors,,49.2811,1.7772,France,N/A
1286,,December,1183,12,12-1183,Valognes,,49.52,-1.47,France,N/A
1287,25,December,1183,12,25-12-1183,Le Mans,,48.0077,0.1984,France,N/A
1288,1,January,1184,1,1-1-1184,Le Mans,,48.0077,0.1984,France,King Henry probably at Le Mans.
1289,,,1184,,1184,Limoges,,45.8353,1.2625,France,N/A
1290,,,1184,,1184,Évreux,,49.02,1.15,France,Appears as 'Evreux' in the text
1291,,May,1184,5,5-1184,Rouen,,49.442778,1.088611,France,N/A
1292,c.5,June,1184,6,c.5-6-1184,Choisi,,,,France,N/A
1293,10,June,1184,6,10-6-1184,Wissant (Witsand),,50.8861,1.6636,France,N/A
1294,,June,1184,6,6-1184,Dover,TR3161341898,51.1295,1.3089,England,N/A
1295,c.13,June,1184,6,c.13-6-1184,Canterbury,TR1454057430,51.275608,1.0745524,England,N/A
1296,,June,1184,6,6-1184,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1297,22,July,1184,7,22-7-1184,Worcester,SO8496354929,52.192,-2.22,England,N/A
1298,,July,1184,7,7-1184,Gloucester,SO8320018600,51.865722,-2.2453868,England,N/A
1299,25,July,1184,7,25-7-1184,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1300,5,August,1184,8,5-8-1184,Reading,SU7134673352,51.454167,-0.973056,England,N/A
1301,16,August,1184,8,16-8-1184,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1302,c.21,August,1184,8,c.21-8-1184,Dover,TR3161341898,51.1295,1.3089,England,N/A
1303,,August,1184,8,8-1184,Canterbury,TR1454057430,51.275608,1.0745524,England,N/A
1304,,August,1184,8,8-1184,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1305,21,October,1184,10,21-10-1184,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1306,22,October,1184,10,22-10-1184,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1307,23,October,1184,10,23-10-1184,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1308,c.25,November,1184,11,c.25-11-1184,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1309,13,December,1184,12,13-12-1184,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1310,14,December,1184,12,14-12-1184,Canterbury,TR1454057430,51.275608,1.0745524,England,N/A
1311,15,December,1184,12,15-12-1184,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1312,16,December,1184,12,16-12-1184,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1313,,December,1184,12,12-1184,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1314,25,December,1184,12,25-12-1184,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1315,c.31,December,1184,12,c.31-12-1184,Guildford,SU9976049312,51.234280,-0.57249337,England,Also appears as 'Geldeford' in the text
1316,1,January,1185,1,1-1-1185,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1317,2,January,1185,1,2-1-1185,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1318,3,January,1185,1,3-1-1185,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1319,4,January,1185,1,4-1-1185,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1320,5,January,1185,1,5-1-1185,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1321,6,January,1185,1,6-1-1185,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1322,25,January,1185,1,25-1-1185,Melkesham,ST9039463613,51.371,-2.138,England,N/A
1323,,February,1185,2,2-1185,Clipston,SK5977264026,53.17,-1.1073,England,N/A
1324,,February,1185,2,2-1185,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
1325,17,March,1185,3,17-3-1185,Reading,SU7134673352,51.454167,-0.973056,England,The King meets Patriarch Heraclius at Reading.
1326,18,March,1185,3,18-3-1185,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1327,,March,1185,3,3-1185,Clerkenwell,TQ3151582455,51.525705,-0.10562195,England,N/A
1328,,March,1185,3,3-1185,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1329,,March,1185,3,3-1185,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1330,31,March,1185,3,31-3-1185,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1331,,,1185,,1185,Chipping Campden,SP1515239359,52.052,-1.779,England,N/A
1332,10,April,1185,4,10-4-1185,Dover,TR3161341898,51.1295,1.3089,England,N/A
1333,16,April,1185,4,16-4-1185,Wissant (Witsand),,50.8861,1.6636,France,N/A
1334,21,April,1185,4,21-4-1185,Rouen,,49.442778,1.088611,France,N/A
1335,1,May,1185,5,1-5-1185,Vaudreuil,,49.2569,1.2067,France,N/A
1336,,June,1185,6,6-1185,Normandy,,48.88,0.17,France,N/A
1337,,July,1185,7,7-1185,Normandy,,48.88,0.17,France,N/A
1338,,August,1185,8,8-1185,Normandy,,48.88,0.17,France,N/A
1339,29,September,1185,9,29-9-1185,Normandy,,48.88,0.17,France,N/A
1340,30,September,1185,9,30-9-1185,Normandy,,48.88,0.17,France,N/A
1341,7,November,1185,11,7-11-1185,Aumale,,49.7714,1.7531,France,Aumâle alias Albemarle.
1342,25,December,1185,12,25-12-1185,Domfront,,48.5194,-0.7564,France,Appears as 'Damfront' in the text and 'Domfront' in the index
1343,c.,February,1186,2,c.2-1186,Gisors,,49.2811,1.7772,France,N/A
1344,c.26,February,1186,2,c.26-2-1186,Normandy,,48.88,0.17,France,N/A
1345,10,March,1186,3,10-3-1186,Gisors,,49.2811,1.7772,France,N/A
1346,c.25,March,1186,3,c.25-3-1186,Normandy,,48.88,0.17,France,N/A
1347,c.13,April,1186,4,c.13-4-1186,Normandy,,48.88,0.17,France,N/A
1348,26,April,1186,4,26-4-1186,Barfleur,,49.6711,-1.2633,France,N/A
1349,27,April,1186,4,27-4-1186,Southampton,SU4189211677,50.9025,-1.404167,England,N/A
1350,c.28,April,1186,4,c.28-4-1186,Merewell,SU5066421819,50.993,-1.278,England,Likely to be Marwell College
1351,c.30,April,1186,4,c.30-4-1186,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1352,25,May,1186,5,25-5-1186,Eynsham,SP4311109383,51.781,-1.375,England,N/A
1353,,May,1186,5,5-1186,Oxford,SP5130006100,51.751253,-1.2582674,England,N/A
1354,,May,1186,5,5-1186,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1355,1,June,1186,6,1-6-1186,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1356,1,July,1186,7,1-7-1186,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
1357,,July,1186,7,7-1186,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
1358,,July,1186,7,7-1186,Carlisle,NY3954755548,54.891,-2.944,England,N/A
1359,,July,1186,7,7-1186,Kinver,SO8450683492,52.4488,-2.228,England,N/A
1360,15,July,1186,7,15-7-1186,Feckenham,SP0083161317,52.250033,-1.989251,England,N/A
1361,c.25,August,1186,8,c.25-8-1186,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1362,5,September,1186,9,5-9-1186,Woodstock,SP4449616513,51.845,-1.354,England,A great Council held by the King at Woodstock.
1363,9,September,1186,9,9-9-1186,Marlborough,SU1887169033,51.42,-1.73,England,N/A
1364,14,September,1186,9,14-9-1186,Marlborough,SU1887169033,51.42,-1.73,England,The King holds a great Council at Marlborough.
1365,29,September,1186,9,29-9-1186,Woodstock,SP4449616513,51.845,-1.354,England,The King was probably at Woodstock.
1366,30,September,1186,9,30-9-1186,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1367,c.2,October,1186,10,c.2-10-1186,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1368,9,October,1186,10,9-10-1186,Reading,SU7134673352,51.454167,-0.973056,England,N/A
1369,30,November,1186,11,30-11-1186,Amesbury,SU1509841720,51.174,-1.784,England,N/A
1370,25,December,1186,12,25-12-1186,Guildford,SU9976049312,51.234280,-0.57249337,England,Also appears as 'Gildeford' in the text.
1371,26,December,1186,12,26-12-1186,Guildford,SU9976049312,51.234280,-0.57249337,England,N/A
1372,1,January,1187,1,1-1-1187,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1373,10,February,1187,2,10-2-1187,Chilham,TR0676353590,51.244,0.961,England,N/A
1374,11,February,1187,2,11-2-1187,Canterbury,TR1454057430,51.275608,1.0745524,England,N/A
1375,,February,1187,2,2-1187,Clarendon,SU1820130173,51.0706,-1.7416,England,N/A
1376,27,February,1187,2,27-2-1187,Dover,TR3161341898,51.1295,1.3089,England,N/A
1377,28,February,1187,2,28-2-1187,Wissant (Witsand),,50.8861,1.6636,France,N/A
1378,,March,1187,3,3-1187,Hesdin ,,50.375,2.0375,France,N/A
1379,,March,1187,3,3-1187,Driencourt,,49.9592,3.0106,France,Appears as 'Drincourt' in the text
1380,,March,1187,3,3-1187,Aumale,,49.7714,1.7531,France,Aumâle alias Albemarle.
1381,5,April,1187,4,5-4-1187,Gué St. Remy,,48.7625,1.241944,France,N/A
1382,23,June,1187,6,23-6-1187,Châteauroux,,46.8103,1.6911,France,N/A
1383,28,August,1187,8,28-8-1187,Alençon,,48.4306,0.0931,France,N/A
1384,,September,1187,9,9-1187,Angers,,47.473612,-0.554167,France,N/A
1385,,September,1187,9,9-1187,Brittany,,48,-3,France,Appears as 'Bretagne' in the text
1386,,September,1187,9,9-1187,Morlaix,,48.5783,-3.8267,France,"Appears as both 'Montreieis', 'Montreleis' and Castle of Mons Relaxus in the text.  "
1387,30,September,1187,9,30-9-1187,Brittany,,48,-3,France,Appears as 'Bretagne' in the text
1388,c.,November,1187,11,c.11-1187,Caen,,49.18,-0.37,France,The King is supposed to have been at Caen.
1389,1,November,1187,11,1-11-1187,Bur-le-Roi,,49.2272,-0.7736,France,Appears as 'Bur Le Roi' in the text
1390,2,November,1187,11,2-11-1187,Bur-le-Roi,,49.2272,-0.7736,France,Appears as 'Bur Le Roi' in the text
1391,3,November,1187,11,3-11-1187,Bur-le-Roi,,49.2272,-0.7736,France,Appears as 'Bur Le Roi' in the text
1392,4,November,1187,11,4-11-1187,Bur-le-Roi,,49.2272,-0.7736,France,Appears as 'Bur Le Roi' in the text
1393,5,November,1187,11,5-11-1187,Bur-le-Roi,,49.2272,-0.7736,France,Appears as 'Bur Le Roi' in the text
1394,6,November,1187,11,6-11-1187,Bur-le-Roi,,49.2272,-0.7736,France,Appears as 'Bur Le Roi' in the text
1395,7,November,1187,11,7-11-1187,Bur-le-Roi,,49.2272,-0.7736,France,Appears as 'Bur Le Roi' in the text
1396,8,November,1187,11,8-11-1187,Bur-le-Roi,,49.2272,-0.7736,France,Appears as 'Bur Le Roi' in the text
1397,9,November,1187,11,9-11-1187,Bur-le-Roi,,49.2272,-0.7736,France,Appears as 'Bur Le Roi' in the text
1398,10,November,1187,11,10-11-1187,Bur-le-Roi,,49.2272,-0.7736,France,Appears as 'Bur Le Roi' in the text
1399,25,December,1187,12,25-12-1187,Caen,,49.18,-0.37,France,N/A
1400,31,December,1187,12,31-12-1187,Caen,,49.18,-0.37,France,The King still probably at Caen.
1401,c.1,January,1188,1,c.1-1-1188,Cherbourg,,49.63,-1.62,France,N/A
1402,4,January,1188,1,4-1-1188,Barfleur,,49.6711,-1.2633,France,N/A
